year_of_build,description,date,rieltor,district,num_of_rooms,floor_of_flat,sum_of_floors,area_of_flat,PRICE
2022,кирпичный,29.11.23,"Компания ""Этажы"" ",Есил,2.0,12,12,37.5,22500000
2022,блочный,29.11.23,"Компания ""Этажы"" ",Есил,2.0,8,24,68.0,42000000
2023,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,8,9,62.4,29000000
2015,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,4,8,66.3,33500000
2022,блочный,28.11.23,"Компания ""Этажы"" ",Есил,1.0,4,17,46.0,28400000
2021,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,6,9,37.0,24500000
2023,монолитный,28.11.23,"Компания ""Этажы"" ",Есил,1.0,8,17,45.0,25500000
2008,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,3,3,56.9,12300000
2023,монолитный,28.11.23,"Компания ""Этажы"" ",Есил,1.0,15,17,34.41,15500000
2017,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,4,10,40.0,24000000
2016,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,3,9,63.0,27000000
2014,монолитный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,2,12,57.1,25500000
2016,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,1.0,8,9,38.5,23000000
2021,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,7,9,77.0,44000000
2019,монолитный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,2,14,71.0,43500000
2017,монолитный,28.11.23,"Компания ""Этажы"" ",Есил,1.0,6,9,33.0,17500000
2021,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,1.0,3,10,40.0,33000000
2022,монолитный,28.11.23,"Компания ""Этажы"" ",Есил,3.0,3,17,90.0,47500000
2019,кирпичный,28.11.23,"Компания ""Этажы"" ",Есил,2.0,2,3,43.3,15000000
2009,кирпичный,27.11.23,"Компания ""Этажы"" ",Есил,1.0,9,9,74.5,32000000
2021,кирпичный,27.11.23,"Компания ""Этажы"" ",Есил,1.0,1,9,35.0,21000000
2018,кирпичный,27.11.23,"Компания ""Этажы"" ",Есил,1.0,9,9,37.0,17200000
2022,кирпичный,27.11.23,"Компания ""Этажы"" ",Есил,2.0,4,12,41.6,24000000
2014,монолитный,26.11.23,"Компания ""Этажы"" ",Есил,2.0,2,9,54.1,26000000
2019,монолитный,26.11.23,"Компания ""Этажы"" ",Есил,1.0,4,9,44.0,21400000
2016,кирпичный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,4,8,60.0,37000000
2014,кирпичный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,6,7,61.3,35000000
2017,кирпичный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,5,8,44.3,30000000
2008,монолитный,25.11.23,"Компания ""Этажы"" ",Есил,3.0,7,10,72.0,34450000
2016,монолитный,25.11.23,"Компания ""Этажы"" ",Есил,1.0,7,23,43.0,26500000
2019,кирпичный,25.11.23,"Компания ""Этажы"" ",Есил,3.0,1,3,59.6,20950000
2014,монолитный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,7,9,58.1,25380000
2021,кирпичный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,9,12,58.7,30500000
2023,панельный,25.11.23,"Компания ""Этажы"" ",Есил,1.0,3,6,30.7,12400000
2017,монолитный,25.11.23,"Компания ""Этажы"" ",Есил,1.0,13,14,43.0,22500000
2015,кирпичный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,9,9,62.2,30400000
2023,кирпичный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,8,10,58.7,32000000
2015,монолитный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,12,13,77.0,36000000
2017,монолитный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,12,12,57.0,22500000
2017,кирпичный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,8,8,61.8,25900000
2006,монолитный,25.11.23,"Компания ""Этажы"" ",Есил,2.0,7,8,75.0,40000000
2013,кирпичный,24.11.23,"Компания ""Этажы"" ",Есил,3.0,6,9,94.0,45400000
2021,кирпичный,24.11.23,"Компания ""Этажы"" ",Есил,2.0,8,9,35.0,23500000
2017,кирпичный,24.11.23,"Компания ""Этажы"" ",Есил,2.0,2,16,75.0,31000000
2017,монолитный,24.11.23,"Компания ""Этажы"" ",Есил,2.0,12,14,63.0,34000000
2022,блочный,24.11.23,"Компания ""Этажы"" ",Есил,1.0,4,19,34.6,21400000
2017,монолитный,24.11.23,"Компания ""Этажы"" ",Есил,1.0,4,10,38.2,17400000
2017,кирпичный,24.11.23,"Компания ""Этажы"" ",Есил,1.0,2,5,33.0,15500000
2020,монолитный,24.11.23,"Компания ""Этажы"" ",Есил,3.0,4,12,75.0,49500000
2023,монолитный,24.11.23,"Компания ""Этажы"" ",Есил,3.0,7,17,99.9,42000000
2016,монолитный,24.11.23,"Компания ""Этажы"" ",Есил,2.0,3,20,42.0,23300000
2021,кирпичный,23.11.23,"Компания ""Этажы"" ",Есил,1.0,9,16,36.0,21500000
2005,кирпичный,23.11.23,"Компания ""Этажы"" ",Есил,3.0,6,9,92.1,43400000
2016,кирпичный,23.11.23,"Компания ""Этажы"" ",Есил,2.0,5,9,55.5,31000000
2021,блочный,23.11.23,"Компания ""Этажы"" ",Есил,2.0,5,10,67.0,37000000
2016,кирпичный,23.11.23,"Компания ""Этажы"" ",Есил,2.0,6,10,64.4,36500000
2018,монолитный,23.11.23,"Компания ""Этажы"" ",Есил,1.0,14,14,38.6,19900000
2016,кирпичный,23.11.23,"Компания ""Этажы"" ",Есил,1.0,6,9,47.0,20550000
2015,монолитный,22.11.23,"Компания ""Этажы"" ",Есил,1.0,8,8,39.5,23400000
2010,монолитный,22.11.23,"Компания ""Этажы"" ",Есил,1.0,20,33,49.8,30400000
2010,монолитный,22.11.23,"Компания ""Этажы"" ",Есил,1.0,8,12,45.5,23900000
2023,монолитный,22.11.23,"Компания ""Этажы"" ",Есил,2.0,6,24,65.6,38800000
2023,кирпичный,22.11.23,"Компания ""Этажы"" ",Есил,3.0,10,10,77.0,34000000
2017,кирпичный,22.11.23,"Компания ""Этажы"" ",Есил,2.0,6,6,70.3,48000000
2022,монолитный,22.11.23,"Компания ""Этажы"" ",Есил,2.0,8,19,43.0,25700000
2017,монолитный,21.11.23,"Компания ""Этажы"" ",Есил,1.0,7,7,48.0,25000000
2022,кирпичный,21.11.23,"Компания ""Этажы"" ",Есил,2.0,5,9,41.9,26500000
2018,кирпичный,21.11.23,"Компания ""Этажы"" ",Есил,2.0,4,4,49.0,20900000
2010,монолитный,21.11.23,"Компания ""Этажы"" ",Есил,2.0,10,18,56.0,29000000
2010,монолитный,21.11.23,"Компания ""Этажы"" ",Есил,3.0,7,12,87.1,41400000
2021,кирпичный,21.11.23,"Компания ""Этажы"" ",Есил,2.0,5,12,43.0,25400000
2021,монолитный,21.11.23,"Компания ""Этажы"" ",Есил,2.0,2,10,38.0,25900000
2023,монолитный,21.11.23,"Компания ""Этажы"" ",Есил,2.0,2,6,78.3,47500000
2016,монолитный,21.11.23,"Компания ""Этажы"" ",Есил,3.0,7,13,97.0,49000000
2016,кирпичный,19.11.23,"Компания ""Этажы"" ",Есил,3.0,2,4,72.2,35300000
2016,монолитный,19.11.23,"Компания ""Этажы"" ",Есил,1.0,4,8,41.1,21000000
2013,монолитный,19.11.23,"Компания ""Этажы"" ",Есил,1.0,12,14,24.0,14000000
2016,кирпичный,19.11.23,"Компания ""Этажы"" ",Есил,1.0,20,21,20.0,15000000
2018,монолитный,18.11.23,"Компания ""Этажы"" ",Есил,1.0,14,14,37.4,20500000
2023,монолитный,18.11.23,"Компания ""Этажы"" ",Есил,1.0,15,17,34.41,15500000
2016,кирпичный,17.11.23,"Компания ""Этажы"" ",Есил,1.0,8,8,45.2,21900000
2019,монолитный,17.11.23,"Компания ""Этажы"" ",Есил,1.0,6,12,39.5,19950000
2021,монолитный,17.11.23,"Компания ""Этажы"" ",Есил,1.0,5,8,47.4,30000000
2019,кирпичный,17.11.23,"Компания ""Этажы"" ",Есил,3.0,4,5,117.0,47000000
2021,блочный,17.11.23,"Компания ""Этажы"" ",Есил,1.0,1,3,32.1,11500000
2018,монолитный,16.11.23,"Компания ""Этажы"" ",Есил,2.0,13,24,70.0,39000000
2018,монолитный,16.11.23,"Компания ""Этажы"" ",Есил,2.0,9,24,66.0,36500000
2015,монолитный,16.11.23,"Компания ""Этажы"" ",Есил,3.0,3,9,78.0,33000000
2023,блочный,15.11.23,"Компания ""Этажы"" ",Есил,2.0,5,17,48.4,22300000
2020,монолитный,15.11.23,"Компания ""Этажы"" ",Есил,2.0,3,19,59.2,38500000
2016,кирпичный,15.11.23,"Компания ""Этажы"" ",Есил,1.0,7,8,36.9,19990000
2013,монолитный,15.11.23,"Компания ""Этажы"" ",Есил,3.0,9,9,93.0,38400000
2016,кирпичный,15.11.23,"Компания ""Этажы"" ",Есил,1.0,20,21,38.0,26000000
2021,монолитный,15.11.23,"Компания ""Этажы"" ",Есил,2.0,5,9,58.0,27500000
2012,кирпичный,15.11.23,"Компания ""Этажы"" ",Есил,1.0,10,12,44.7,20000000
2013,кирпичный,15.11.23,"Компания ""Этажы"" ",Есил,3.0,16,17,90.0,46000000
2018,кирпичный,14.11.23,"Компания ""Этажы"" ",Есил,1.0,5,21,38.4,19500000
2020,монолитный,14.11.23,"Компания ""Этажы"" ",Есил,2.0,2,9,68.0,44000000
2018,кирпичный,14.11.23,"Компания ""Этажы"" ",Есил,1.0,3,3,34.0,8600000
2015,кирпичный,14.11.23,"Компания ""Этажы"" ",Есил,2.0,2,5,57.0,21500000
2022,кирпичный,14.11.23,"Компания ""Этажы"" ",Есил,2.0,3,9,57.3,35990000
1965,панельный,13.11.23,"Компания ""Этажы"" ",Есил,2.0,2,4,45.0,13900000
2006,блочный,13.11.23,"Компания ""Этажы"" ",Есил,1.0,7,9,54.0,24400000
2021,монолитный,12.11.23,"Компания ""Этажы"" ",Есил,2.0,4,9,60.0,32000000
2022,монолитный,12.11.23,"Компания ""Этажы"" ",Есил,1.0,2,9,41.0,16000000
2021,кирпичный,11.11.23,"Компания ""Этажы"" ",Есил,1.0,12,12,38.0,19000000
2013,монолитный,11.11.23,"Компания ""Этажы"" ",Есил,1.0,3,14,24.5,16400000
2020,монолитный,11.11.23,"Компания ""Этажы"" ",Есил,2.0,4,12,38.0,25000000
2021,панельный,11.11.23,"Компания ""Этажы"" ",Есил,2.0,9,19,50.0,31000000
2022,кирпичный,10.11.23,"Компания ""Этажы"" ",Есил,2.0,9,10,60.0,42000000
2012,монолитный,10.11.23,"Компания ""Этажы"" ",Есил,3.0,9,10,63.0,28900000
2022,кирпичный,10.11.23,"Компания ""Этажы"" ",Есил,1.0,9,9,39.3,24500000
2018,монолитный,10.11.23,"Компания ""Этажы"" ",Есил,2.0,7,7,54.1,24000000
2021,кирпичный,10.11.23,"Компания ""Этажы"" ",Есил,1.0,9,12,38.0,19200000
2022,монолитный,10.11.23,"Компания ""Этажы"" ",Есил,1.0,6,12,38.0,25500000
2021,кирпичный,09.11.23,"Компания ""Этажы"" ",Есил,1.0,12,12,39.0,17000000
2018,кирпичный,09.11.23,"Компания ""Этажы"" ",Есил,1.0,2,6,42.7,25800000
2015,блочный,09.11.23,"Компания ""Этажы"" ",Есил,2.0,3,16,40.0,23400000
2021,кирпичный,09.11.23,"Компания ""Этажы"" ",Есил,2.0,4,12,55.5,25400000
2019,кирпичный,09.11.23,"Компания ""Этажы"" ",Есил,2.0,6,10,71.0,38000000
2022,кирпичный,09.11.23,"Компания ""Этажы"" ",Есил,2.0,4,10,44.9,22000000
2023,кирпичный,09.11.23,"Компания ""Этажы"" ",Есил,2.0,5,10,46.1,21600000
2020,монолитный,08.11.23,"Компания ""Этажы"" ",Есил,1.0,7,16,38.0,16000000
2019,монолитный,08.11.23,"Компания ""Этажы"" ",Есил,3.0,24,24,78.0,46000000
2021,монолитный,08.11.23,"Компания ""Этажы"" ",Есил,2.0,10,14,52.0,43000000
2020,кирпичный,08.11.23,"Компания ""Этажы"" ",Есил,2.0,3,8,60.0,38500000
2023,кирпичный,08.11.23,"Компания ""Этажы"" ",Есил,1.0,1,10,36.9,21950000
2020,монолитный,08.11.23,"Компания ""Этажы"" ",Есил,2.0,1,9,64.4,35000000
2018,кирпичный,07.11.23,"Компания ""Этажы"" ",Есил,2.0,2,5,64.7,24800000
2020,кирпичный,07.11.23,"Компания ""Этажы"" ",Есил,2.0,9,9,59.0,35500000
2022,кирпичный,07.11.23,"Компания ""Этажы"" ",Есил,3.0,4,4,66.26,18000000
2018,монолитный,07.11.23,"Компания ""Этажы"" ",Есил,3.0,3,12,96.4,40000000
2007,кирпичный,07.11.23,"Компания ""Этажы"" ",Есил,3.0,2,12,83.0,38000000
2015,монолитный,07.11.23,"Компания ""Этажы"" ",Есил,2.0,5,14,64.7,35900000
2020,кирпичный,07.11.23,"Компания ""Этажы"" ",Есил,2.0,9,9,55.0,23500000
2022,монолитный,07.11.23,"Компания ""Этажы"" ",Есил,1.0,16,22,43.6,25500000
2022,монолитный,07.11.23,"Компания ""Этажы"" ",Есил,2.0,4,9,66.2,35500000
2022,монолитный,07.11.23,"Компания ""Этажы"" ",Есил,2.0,12,17,67.0,36500000
2021,блочный,07.11.23,"Компания ""Этажы"" ",Есил,3.0,2,3,76.2,29000000
2020,монолитный,07.11.23,"Компания ""Этажы"" ",Есил,2.0,7,10,64.0,40000000
2018,монолитный,07.11.23,"Компания ""Этажы"" ",Есил,3.0,1,12,88.5,32500000
2013,кирпичный,07.11.23,"Компания ""Этажы"" ",Есил,3.0,5,9,94.0,46000000
2022,монолитный,06.11.23,"Компания ""Этажы"" ",Есил,1.0,1,9,36.7,18500000
2020,кирпичный,06.11.23,"Компания ""Этажы"" ",Есил,2.0,6,10,48.6,32400000
2023,кирпичный,06.11.23,"Компания ""Этажы"" ",Есил,1.0,9,10,29.3,16500000
2022,монолитный,05.11.23,"Компания ""Этажы"" ",Есил,1.0,8,9,40.7,14550000
2018,монолитный,05.11.23,"Компания ""Этажы"" ",Есил,3.0,10,12,84.0,29900000
2019,монолитный,05.11.23,"Компания ""Этажы"" ",Есил,3.0,9,9,97.2,29900000
